rMSSD,slope_rMSSD,HR,HF,slope_HF,alpha1,SynergyLabel
6.572181333333333,0.0,112.889916,0.009093666666666667,0.0,1.382797,0.0
7.18212975,0.2729027555555555,113.730356,0.008791666666666666,-4.0488888888888984e-05,1.578626,0.0
7.3908895999999995,0.16006128333333347,114.028024,0.0089722,-7.002222222222212e-05,1.616124,0.0
7.6623136,0.17302520000000024,108.673365,0.0085816,-0.00019339999999999982,1.507751,0.0
7.9099652,0.07703406666666653,107.705865,0.008392,-8.993333333333353e-05,1.376165,0.0
7.8934158,-0.2060118666666666,111.683563,0.0083118,-6.811111111111139e-05,1.419423,0.0
7.2919296000000005,-0.3776013333333328,113.904025,0.008187666666666666,-0.00010066666666666615,1.218627,0.0
6.760611800000001,-0.2661248666666666,110.525313,0.008009800000000001,-0.00016818888888888868,1.33871,0.0
6.493555000000001,-0.1527314000000004,114.308633,0.0076831,0.00016669999999999936,1.40445,0.0
6.3024176,-0.1322460000000003,117.85857,0.008509899999999999,0.00011986666666666662,1.697571,0.0
6.096817,-0.15197573333333322,117.237953,0.0080427,-0.00033299999999999996,1.287438,0.0
5.8464904,-0.09019226666666658,123.841175,0.007510899999999999,-0.0003492666666666666,1.595506,0.0
5.8262402,-0.07828026666666688,120.324686,0.0069949,-0.00044696666666666635,1.502038,0.0
5.6116496,-0.22092986666666667,125.731772,0.00617,-0.0006490333333333334,1.570528,0.0
5.1634506,-0.3092568,125.315816,0.0050478,-0.00042780000000000015,1.573342,0.0
4.6838792,-0.23467273333333338,129.383273,0.0048866,1.619999999999978e-05,1.636201,0.0
4.4594324,-0.1238732666666665,129.014358,0.005096399999999999,3.333333333336667e-07,1.5048,0.0
4.3122594,-0.16929760000000016,131.519567,0.004887600000000001,-0.00015666666666666636,1.407894,0.0
3.9515395999999994,-0.22908039999999996,134.71571,0.0046264,-0.000241266666666667,1.595591,0.0
3.6250182000000004,-0.18153513333333318,136.628491,0.0041638,-0.00032246666666666673,1.61237,0.0
3.4069342,-0.08946053333333337,141.787319,0.003659,-0.0003279333333333332,1.350926,0.0
3.3566366000000003,-0.12779259999999995,146.947223,0.00318,-0.0005043999999999999,1.659331,1.0
3.0235564,-0.015821600000000064,151.013126,0.0021458000000000002,-0.00032793333333333346,1.401772,1.0
3.3091718,0.1274459333333334,153.581894,0.0021961999999999997,0.00010466666666666654,1.178019,0.0
3.4058942,0.16803233333333342,156.383964,0.0024598,8.786666666666671e-05,1.445983,0.0
3.8132688000000003,0.17196485000000003,156.041741,0.0024598,-6.668333333333341e-05,0.876784,0.0
3.92178875,0.0,155.499499,0.0022597499999999996,0.0,1.418197,0.0
4.206777333333334,0.0,156.887755,0.003009666666666666,0.0,1.726971,0.0
7.184207,0.0,111.129163,0.006689666666666667,0.0,1.206492,0.0
7.15425375,-0.13989613333333337,109.447599,0.006159375,-0.0003551888888888889,1.608666,0.0
6.7645186,-0.11713578333333323,107.681954,0.0056241,0.00010217499999999977,1.797674,0.0
6.8028464,-0.07732566666666656,109.846215,0.006465899999999999,0.0004572000000000002,1.499069,0.0
6.5325416,-0.2223575999999999,110.743514,0.0069957000000000005,0.00024966666666666654,1.591803,0.0
6.1357736,-0.161092,111.667308,0.007214899999999999,0.00032056666666666647,1.629595,0.0
6.0492656,-0.05615240000000021,111.631753,0.0079574,0.0005277000000000004,1.642369,0.0
5.9673164,-0.20650860000000026,111.9475,0.008798,-0.00028546666666666643,1.864687,0.0
5.429739799999999,-0.36047866666666667,112.314481,0.0071010000000000005,-0.0008343333333333336,1.419907,0.0
4.8858804,-0.3674410666666666,114.726671,0.006294999999999999,-0.00028033333333333355,1.742096,0.0
4.327416599999999,-0.3992080666666665,120.197745,0.00626,-0.00023433333333333322,1.46511,0.0
3.6882562,-0.28790353333333324,123.323463,0.005592,-0.0005340666666666666,1.393588,0.0
3.4637059999999997,-0.04414060000000012,124.093103,0.0046578,-0.0001996,1.67063,0.0
3.5558343999999997,0.06435653333333329,125.236449,0.0049932,0.00018613333333333324,1.038087,0.0
3.6567755999999996,0.05365380000000005,126.27221,0.0052162,-5.666666666666552e-06,1.224674,0.0
3.7167958,0.06982326666666665,126.168678,0.0049762,-0.00010859999999999978,1.225856,0.0
3.8662453999999995,-0.027557600000000033,126.715945,0.0048904000000000005,-2.9466666666666877e-05,1.410859,0.0
3.6341229999999998,-0.19465659999999993,126.777569,0.0048877999999999994,-0.00029206666666666686,1.469445,0.0
3.2822755999999997,-0.1429253999999999,128.437987,0.0040142,-0.0004646666666666666,1.409871,0.0
3.2053468,-0.1453922,135.25514,0.0034937999999999996,-0.0004148666666666666,1.512039,0.0
2.8460989999999997,-0.2747712,139.512353,0.0027696,-0.0005037999999999999,1.204298,0.0
2.3810332,-0.1944369999999999,140.177283,0.0019824,-0.0003976000000000001,1.179103,1.0
2.262788,-0.04678786666666671,142.924243,0.0015767999999999997,-0.00030706666666666674,1.299517,1.0
2.2406696,-0.03760719999999992,144.661973,0.0010611999999999998,-0.0002069999999999999,1.091971,1.0
2.1499664000000003,0.023366466666666568,145.671476,0.0009558,-6.139999999999993e-05,1.234734,0.0
2.3107689999999996,0.3517562666666665,147.406037,0.000877,0.0005723333333333332,1.119527,0.0
3.2052351999999997,0.6252054666666668,148.287385,0.0026728,0.0008576666666666668,1.000728,0.0
4.1863854,0.7250803333333332,150.554675,0.0034500000000000004,0.0006353333333333333,0.862483,0.0
5.3804761999999995,0.7074752666666665,111.129163,0.0045788,0.0005831666666666666,1.206492,0.0
6.308811199999999,0.46134746666666676,109.447599,0.0051995,0.0003484333333333333,1.608666,0.0
6.7645186,0.16467840000000025,107.681954,0.0056241,0.00042213333333333304,1.797674,0.0
6.8028464,-0.07732566666666656,109.846215,0.006465899999999999,0.0004572000000000002,1.499069,0.0
6.5325416,-0.2223575999999999,110.743514,0.0069957000000000005,0.00024966666666666654,1.591803,0.0
6.1357736,-0.161092,111.667308,0.007214899999999999,0.00032056666666666647,1.629595,0.0
6.0492656,-0.05615240000000021,111.631753,0.0079574,0.0005277000000000004,1.642369,0.0
5.9673164,-0.20650860000000026,111.9475,0.008798,-0.00028546666666666643,1.864687,0.0
5.429739799999999,-0.36047866666666667,112.314481,0.0071010000000000005,-0.0008343333333333336,1.419907,0.0
4.8858804,-0.3674410666666666,114.726671,0.006294999999999999,-0.00028033333333333355,1.742096,0.0
4.327416599999999,-0.3992080666666665,120.197745,0.00626,-0.00023433333333333322,1.46511,0.0
3.6882562,-0.28790353333333324,123.323463,0.005592,-0.0005340666666666666,1.393588,0.0
3.4637059999999997,-0.04414060000000012,124.093103,0.0046578,-0.0001996,1.67063,0.0
3.5558343999999997,0.06435653333333329,125.236449,0.0049932,0.00018613333333333324,1.038087,0.0
3.6567755999999996,0.05365380000000005,126.27221,0.0052162,-5.666666666666552e-06,1.224674,0.0
3.7167958,0.06982326666666665,126.168678,0.0049762,-0.00010859999999999978,1.225856,0.0
3.8662453999999995,-0.027557600000000033,126.715945,0.0048904000000000005,-2.9466666666666877e-05,1.410859,0.0
3.6341229999999998,-0.19465659999999993,126.777569,0.0048877999999999994,-0.00029206666666666686,1.469445,0.0
3.2822755999999997,-0.1429253999999999,128.437987,0.0040142,-0.0004646666666666666,1.409871,0.0
3.2053468,-0.1453922,135.25514,0.0034937999999999996,-0.0004148666666666666,1.512039,0.0
2.8460989999999997,-0.2747712,139.512353,0.0027696,-0.0005037999999999999,1.204298,0.0
2.3810332,-0.1944369999999999,140.177283,0.0019824,-0.0003976000000000001,1.179103,1.0
2.262788,-0.04678786666666671,142.924243,0.0015767999999999997,-0.00030706666666666674,1.299517,1.0
2.2406696,-0.03760719999999992,144.661973,0.0010611999999999998,-0.0002069999999999999,1.091971,1.0
2.1499664000000003,0.023366466666666568,145.671476,0.0009558,-6.139999999999993e-05,1.234734,0.0
2.3107689999999996,0.09133403333333323,147.406037,0.000877,-1.183333333333353e-06,1.119527,0.0
2.4239685,0.0,148.287385,0.00095225,0.0,1.000728,0.0
2.5915436666666665,0.0,150.554675,0.000945,0.0,0.862483,0.0
19.34868,0.0,87.910347,0.02181,0.0,1.467288,0.0
14.643039,0.4803213333333325,90.437113,0.01295,-0.0006029999999999994,1.18796,0.0
20.789644,3.0270503333333334,89.409895,0.020001,0.010594000000000001,1.241667,0.0
23.72419,-4.570593333333333,93.08098,0.044732,-0.0036793333333333335,1.497345,0.0
7.077864,-5.960493333333333,102.893074,0.008963,-0.011977333333333333,1.604029,0.0
5.84271,-0.7600219999999999,106.258563,0.0088,0.0003773333333333331,1.269713,0.0
